text,label
witnessed at a clandestine gambling club in busy area,Gambling
illegal betting schemes at library,Gambling
indicted for unauthorized betting,Gambling
participating in high-stakes betting absent permission,Gambling
under suspicion of unauthorized betting,Gambling
arrested for engaging in covert gambling operations,Gambling
participating in high-stakes betting absent permission,Gambling
witnessed at a clandestine gambling club in school zone,Gambling
suspected of running unauthorized gambling activities in courthouse,Gambling
involved in an underground gambling ring w/o required permits,Gambling
participating in high-stakes betting without permission,Gambling
gambling,Gambling
suspected of running unauthorized gambling activities in parking lot,Gambling
involved in an underground gambling ring absent required permits,Gambling
engaged in gambling at the library,Gambling
indicted for illegal gambling near a intersection,Gambling
detained for organizing illicit gambling events at public park,Gambling
illegal wagering while playing cards at public park,Gambling
charged with operating an illegal gambling den,Gambling
detained for organizing illicit gambling events at courthouse,Gambling
illegal betting schemes at parking lot,Gambling
involved in an underground gambling ring w/o required permits,Gambling
engaged in gambling at the shopping street,Gambling
engaged in gambling at the shopping street,Gambling
operating a secret gambling network in library,Gambling
arrested for engaging in covert gambling operations,Gambling
participating in high-stakes betting w/o permission,Gambling
under suspicion of operating an illegal gambling den,Gambling
under suspicion of operating an illegal gambling den,Gambling
illegal betting schemes at school zone,Gambling
engaged in gambling at the school zone,Gambling
participating in high-stakes betting w/o permission,Gambling
involved in an underground gambling ring absent required permits,Gambling
charged with unauthorized betting,Gambling
operating a secret gambling network in town hall,Gambling
gambling,Gambling
suspected of running unauthorized gambling activities in intersection,Gambling
illegal wagering while playing cards at parking lot,Gambling
illegal wagering while playing cards at main street,Gambling
gambling,Gambling
illegal betting schemes at shopping street,Gambling
operating a secret gambling network in downtown area,Gambling
engaged in gambling at the main street,Gambling
gambling,Gambling
charged with illegal gambling near a main street,Gambling
gambling,Gambling
participating in high-stakes betting no permission,Gambling
unauthorized gambling,Gambling
implicated in unauthorized high-roller gambling events at library,Gambling
arrested for engaging in covert gambling operations,Gambling
detained for organizing illicit gambling events at parking lot,Gambling
involved in an underground gambling ring no required permits,Gambling
implicated in unauthorized high-roller gambling events at courthouse,Gambling
involved in an underground gambling ring no required permits,Gambling
unauthorized gambling,Gambling
under suspicion of unauthorized betting,Gambling
detained for organizing illicit gambling events at school zone,Gambling
indicted for operating an illegal gambling den,Gambling
involved in an underground gambling ring w/o required permits,Gambling
arrested for operating an illegal gambling den,Gambling
implicated in unauthorized high-roller gambling events at parking lot,Gambling
witnessed at a clandestine gambling club in public park,Gambling
arrested for engaging in covert gambling operations,Gambling
participating in high-stakes betting no permission,Gambling
indicted for unauthorized betting,Gambling
suspected of running unauthorized gambling activities in school zone,Gambling
involved in an underground gambling ring no required permits,Gambling
operating a secret gambling network in busy area,Gambling
illegal betting schemes at busy area,Gambling
under suspicion of unauthorized betting,Gambling
accused of operating an illegal gambling den,Gambling
unauthorized gambling,Gambling
arrested for engaging in covert gambling operations,Gambling
arrested for engaging in covert gambling operations,Gambling
suspected of running unauthorized gambling activities in intersection,Gambling
accused of illegal gambling near a shopping street,Gambling
under suspicion of operating an illegal gambling den,Gambling
gambling,Gambling
implicated in unauthorized high-roller gambling events at school zone,Gambling
participating in high-stakes betting absent permission,Gambling
engaged in gambling at the intersection,Gambling
involved in an underground gambling ring no required permits,Gambling
unauthorized gambling,Gambling
involved in an underground gambling ring no required permits,Gambling
gambling,Gambling
witnessed at a clandestine gambling club in shopping street,Gambling
detained for organizing illicit gambling events at apartment,Gambling
indicted for operating an illegal gambling den,Gambling
under suspicion of illegal gambling near a public park,Gambling
involved in an underground gambling ring no required permits,Gambling
accused of unauthorized betting,Gambling
involved in an underground gambling ring no required permits,Gambling
detained for organizing illicit gambling events at shopping street,Gambling
engaged in gambling at the public park,Gambling
implicated in unauthorized high-roller gambling events at apartment,Gambling
suspected of running unauthorized gambling activities in busy area,Gambling
participating in high-stakes betting absent permission,Gambling
gambling,Gambling
arrested for engaging in covert gambling operations,Gambling
engaged in gambling at the shopping street,Gambling
implicated in unauthorized high-roller gambling events at downtown area,Gambling
illegal wagering while playing cards at shopping street,Gambling
under suspicion of illegal gambling near a main street,Gambling
implicated in unauthorized high-roller gambling events at busy area,Gambling
suspected of running unauthorized gambling activities in courthouse,Gambling
under suspicion of operating an illegal gambling den,Gambling
illegal betting schemes at apartment,Gambling
operating a secret gambling network in public park,Gambling
engaged in gambling at the library,Gambling
detained for organizing illicit gambling events at library,Gambling
